id,day_id,title,video,created_at,updated_at
570,63,lunges,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700500942/exercises/3_day/lunges.mp4,2023-11-20 18:48:39.525316,2023-11-20 18:49:42.660546
571,63,mountain_climber,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700500924/exercises/3_day/mountain_climber.mp4,2023-11-20 18:48:39.526943,2023-11-20 18:49:42.662658
572,63,running_man,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700500917/exercises/3_day/running_man.mp4,2023-11-20 18:48:39.528407,2023-11-20 18:49:42.664595
573,63,ski_hops,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700500916/exercises/3_day/ski_hops.mp4,2023-11-20 18:48:39.529834,2023-11-20 18:49:42.666536
574,63,ski_jacks,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700500932/exercises/3_day/ski_jacks.mp4,2023-11-20 18:48:39.531154,2023-11-20 18:49:42.668223
575,63,split_jumps,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700500924/exercises/3_day/split_jumps.mp4,2023-11-20 18:48:39.532603,2023-11-20 18:49:42.669931
576,64,high_step_march,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501404/exercises/4_day/high_step_march.mp4,2023-11-20 18:48:39.534045,2023-11-20 18:49:49.482769
577,64,high_steps_march,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501364/exercises/4_day/high_steps_march.mp4,2023-11-20 18:48:39.535552,2023-11-20 18:49:49.485602
578,64,man_running,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501363/exercises/4_day/man_running.mp4,2023-11-20 18:48:39.537083,2023-11-20 18:49:49.488220
579,64,punche,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501357/exercises/4_day/punche.mp4,2023-11-20 18:48:39.538754,2023-11-20 18:49:49.490662
580,64,punches,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501404/exercises/4_day/punches.mp4,2023-11-20 18:48:39.540240,2023-11-20 18:49:49.493133
581,64,running_man,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501424/exercises/4_day/running_man.mp4,2023-11-20 18:48:39.541898,2023-11-20 18:49:49.495197
582,64,side_bends,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501407/exercises/4_day/side_bends.mp4,2023-11-20 18:48:39.543368,2023-11-20 18:49:49.497406
583,64,side_deep_squats,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501431/exercises/4_day/side_deep_squats.mp4,2023-11-20 18:48:39.544907,2023-11-20 18:49:49.499500
584,64,ski_hops,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501362/exercises/4_day/ski_hops.mp4,2023-11-20 18:48:39.546468,2023-11-20 18:49:49.501204
585,64,the_windmill,https://res.cloudinary.com/dfn1b5xuk/video/upload/v1700501367/exercises/4_day/the_windmill.mp4,2023-11-20 18:48:39.548018,2023-11-20 18:49:49.503144
